texto,nota,id,data,sentimento,tiposentimento,domain_id
Relógio muito bonito e funcional.,5,MLB59992090,2025-08-26T00:00:00,0.4939,Positivo,MLB-SMART_SPEAKERS
"Muito bom, o alarme toca por um minuto, e conforme os segundos passam ele vai ficando mais alto, impossível não acordar. Muito simples de configurar, porém a única coisa ruim é o manual que veio em inglês (não tive dificuldade, mas acredito que para algumas pessoas pode ser mais trabalhoso), porém, nada que um tradutor não ajude.",5,MLB59992090,2025-10-02T00:00:00,-0.7543,Negativo,MLB-SMART_SPEAKERS
Bom.,5,MLB59992090,2025-10-12T00:00:00,0.4215,Positivo,MLB-SMART_SPEAKERS
Super recomendo.,5,MLB59992090,2025-10-15T00:00:00,0.7506,Positivo,MLB-SMART_SPEAKERS
Adorei muito lindinho e prático!.,5,MLB59992090,2025-10-16T00:00:00,0.0,Neutro,MLB-SMART_SPEAKERS
Funciona perfeitamente.,5,MLB59992090,2025-10-23T00:00:00,0.6369,Positivo,MLB-SMART_SPEAKERS
"Ele é bom e bonito, funciona bem. Da para botar o horário,dia,mês e etc. A única coisa é que a luz dele só fica por pouco tempo não é definitivo.",4,MLB59992090,2025-11-24T00:00:00,0.6786,Positivo,MLB-SMART_SPEAKERS
"É elogiado por sua funcionalidade e praticidade, sendo fácil de usar e com um design atraente. A qualidade do produto é destacada, assim como sua eficácia em despertar, sendo até mencionado que o som é alto o suficiente para acordar vizinhos.",5,MLB59992090,2025-11-20T00:00:00,0.5859,Positivo,MLB-SMART_SPEAKERS
Só achei a iluminação do display um pouco fraca.,5,MLB59992090,2025-06-03T00:00:00,0.0,Neutro,MLB-SMART_SPEAKERS
"O produto é amplamente elogiado pela qualidade do som, que é alto e nítido, e pela facilidade de conexão com dispositivos inteligentes. A instalação é simples e a funcionalidade como assistente virtual é destacada como prática e útil para automatizar tarefas diárias.",5,MLB47307076,2025-11-20T00:00:00,0.9062,Positivo,MLB-SMART_SPEAKERS
"Gostei do produto, porém não gostei da fonte de alimentação dela, porque segue um padrão europeu, tive que usar um adaptador para poder ligá-la.",5,MLB47307076,2024-09-04T00:00:00,0.6486,Positivo,MLB-SMART_SPEAKERS
"O produto é amplamente elogiado por seu som excepcional e qualidade de imagem equilibrada. A facilidade de configuração e operação intuitiva são destacadas, tornandoo um dispositivo prático e eficiente para o ambiente doméstico. A estética também recebe elogios, com muitos usuários satisfeitos com o design elegante e a funcionalidade geral do produto.",5,MLB24108998,2025-11-20T00:00:00,0.9545,Positivo,MLB-SMART_SPEAKERS
"Estranho a minha vir com o carregador branco, mesmo ela sendo preta e com o padrão americano de tomada sem adaptador e sem informar que precisaria de um. Estava lacrada, mas desconfiei.",4,MLB24108998,2023-04-24T00:00:00,-0.1027,Negativo,MLB-SMART_SPEAKERS
"É amplamente elogiado por sua facilidade de uso, som de alta qualidade e capacidade de automação residencial. Os usuários destacam a eficiência do assistente virtual em auxiliar nas tarefas diárias e a interação divertida que proporciona. Além disso, o produto é considerado um bom investimento devido ao seu preço acessível e múltiplas funcionalidades.",5,MLB55240843,2025-11-20T00:00:00,0.9136,Positivo,MLB-SMART_SPEAKERS
"Simplesmente um show!!! eu não sei mais viver sem esse magnífico echo dot. A alexa passou a fazer tudo para mim. Eu simplesmente mando acender as luzes e ela acende. Mando apagar e ela apaga. Eu digo que vou ver tv e ela liga o tv box, a tv e a sound bar. Eu digo que acabei de ver tv e ela desliga tudo. Eu peço para ouvir música e ela toca. Eu peço para ela me acordar, e ela acorda, eu peço para ouvir notícias e ela bota notícias para eu ouvir. Eu peço para ela marcar 10 minutos para mim, e ela marca. Resumindo, ela faz tudo e mais um pouco. Usando controle remotos wifi smart inteligentes eu consegui configurar equipamentos antigos, que tenho a mais de dez anos. Ela liga e desliga tudo pra mim, sem problemas. Eu simplesmente amei. Eu comprei três e estou totalmente satisfeito. Eu recomendo para todos que gostam de tecnologia, e para todos que querem ter uma casa inteligente. Podem comprar sem o menor medo.",5,MLB55240843,2022-05-14T00:00:00,-0.7562,Negativo,MLB-SMART_SPEAKERS
"O dispositivo é elogiado por sua praticidade e facilidade de uso no dia a dia, com destaque para a qualidade do som e a integração com outros dispositivos.",5,MLB26605591,2025-11-20T00:00:00,0.6249,Positivo,MLB-SMART_SPEAKERS
"Ela é maravilhosa é a segunda igual que compro, a outra foi diretamente da amazon, mas não veio diferente, veio com padrão de tomada brasileiro e até o relógio já veio no padrão nacional, tem um som excelente, ouve muito bem, tenho uma echo 4ª geração (maravilhosa) e tbm outras 4 echo pop que não ouvem tão bem quando a 4ª e 5ª geração, mas tbm gosto muito delas, porém essa 5ª geração é muito top e super recomendo ❤️ vcs perguntam sobre duração da bateria, não existe bateria, ela é ligada e só funciona direto na tomada, oq é uma pena pois seria perfeita se fosse mais autônoma nessa questão energética.",5,MLB26605591,2023-08-10T00:00:00,0.9692,Positivo,MLB-SMART_SPEAKERS
"O dispositivo é elogiado pela qualidade do som, facilidade de uso e praticidade no dia a dia, além de ser considerado um ótimo investimento. O design compacto e a cor discreta são apreciados, e a integração com a casa inteligente amplia suas funcionalidades. A satisfação geral é alta, com muitos usuários destacando que o produto superou suas expectativas.",5,MLB36120294,2025-11-20T00:00:00,0.9081,Positivo,MLB-SMART_SPEAKERS
Produto de ótima qualidade. Só o tamanho que não gostei. Poderia ter comprado a 8. Mas nao troquei. Fiquei c ela assim. Mesmo. Super aprovado!!!.,5,MLB36120294,2023-10-24T00:00:00,0.6933,Positivo,MLB-SMART_SPEAKERS
Gostei.,5,MLB55623540,2025-11-19T00:00:00,0.4215,Positivo,MLB-SMART_SPEAKERS
"Amando! pena que veio com uma base estrangeira, tive que usar adaptador.",5,MLB55623540,2025-10-06T00:00:00,-0.3595,Negativo,MLB-SMART_SPEAKERS
O produto funciona bem mas eu acho que esquenta um pouco.,5,MLB55623540,2025-11-10T00:00:00,0.4118,Positivo,MLB-SMART_SPEAKERS
Boa.,5,MLB55623540,2025-11-18T00:00:00,0.4404,Positivo,MLB-SMART_SPEAKERS
Muito bom. Não precisa ficar indo abaixar o volume. Só falo e já baixa ou almenta o volume.,5,MLB55623540,2025-11-27T00:00:00,0.1531,Positivo,MLB-SMART_SPEAKERS
"Adorei ! so preciso aprender a fazer as configurações certinho !. Mas recomendo, design lindo, compacta e muito util !.",5,MLB55623540,2025-10-09T00:00:00,0.8392,Positivo,MLB-SMART_SPEAKERS
"O produto é elogiado por seu design compacto e atraente, além de ser muito útil no dia a dia. Funciona perfeitamente e supera as expectativas dos usuários.",5,MLB55623540,2025-11-20T00:00:00,0.8625,Positivo,MLB-SMART_SPEAKERS
O único ruim é que não vem o adaptador de tomada que deveria vir já que vem dito até no manual que é enviado um adaptador pra tomada!põe não ser uma tomada padrão brasileira!se é enviado um adaptador aqui não tem se tem que se virar. !tirando isso é um excelente produto.,5,MLB55623540,2025-03-09T00:00:00,-0.7163,Negativo,MLB-SMART_SPEAKERS
"O produto é amplamente elogiado pela qualidade do som, especialmente os graves, e pela utilidade no dia a dia, com destaque para a automação residencial e a criação de rotinas. Além disso, o design compacto e discreto é apreciado, tornandoo uma adição prática e funcional para diversos ambientes.",5,MLB25903049,2025-11-20T00:00:00,0.8225,Positivo,MLB-SMART_SPEAKERS
"No começo amei, mas ainda não a entendi direito. Peço para contar uma piada engraçada, com história, e ela só fala o que é o que é. Não sabia que teria que assinar a amazon para ter playlist, pago quase 15 reais. Como não sei fazer ligações e programas em luz para automatizar, então a uso para ver as horas,ouvir musicas, temperatura, dicionário, coisas pequenas. É legal, mas não foi tudo isso! muitas coisas que pergunto ela responde que não tem programação.",4,MLB25903049,2023-05-16T00:00:00,-0.9527,Negativo,MLB-SMART_SPEAKERS
"O produto é elogiado por seu design moderno e som de alta qualidade, além de ser fácil de operar e oferecer uma navegação rápida. A funcionalidade de videoconferência e uso como câmera de segurança são destacados como grandes vantagens. Além disso, a tela integrada de 8 polegadas é apreciada por sua qualidade de imagem, tornandoa ideal para assistir filmes e realizar outras atividades multimídia.",5,MLB47307068,2025-11-20T00:00:00,0.9595,Positivo,MLB-SMART_SPEAKERS
"Perfeito em, geração 3 não sei como os caras conseguem isso kkkk nem na amazon official tem, até o momento está funcionando perfeitamente.",5,MLB47307068,2024-09-21T00:00:00,0.6486,Positivo,MLB-SMART_SPEAKERS
"O dispositivo é elogiado pela qualidade de som incrível e design moderno, especialmente na cor azul vibrante. A conectividade com outros produtos da Apple é destacada como perfeita, tornandoo uma excelente escolha para quem já está no ecossistema da marca. Além disso, o HomePod Mini é apreciado por sua funcionalidade excepcional e integração prática com acessórios conectados ao HomeKit.",5,MLB18611528,2025-11-20T00:00:00,0.9628,Positivo,MLB-SMART_SPEAKERS
"O produto é muito bom. Tem qualidade muito boa de som. Claro que não tem um som de home theater. É perfeito se você já está no mundo apple. Você precisa ter pelo menos um iphone ou ipad para poder usar, e melhor ainda se tem uma apple tv. O aúdio da siri é muito bom. Só que pra usar, vc precisa saber pelo menos um pouco de inglês. Eu chego em casa, peço pra siri tocar algo e funciona muito bem. Fácil e prático de usar.",5,MLB18611528,2021-11-25T00:00:00,0.9609,Positivo,MLB-SMART_SPEAKERS
"Ele é perfeito, muito útil!.",5,MLB58603287,2025-06-23T00:00:00,0.3802,Positivo,MLB-SMART_SPEAKERS
Produto de ótima qualidade.,5,MLB58603287,2025-07-22T00:00:00,0.0,Neutro,MLB-SMART_SPEAKERS
O que falar desse produto os produto é altamente fabuloso o som vale a pena adorei amei nota mil.,5,MLB58603287,2025-08-31T00:00:00,0.3597,Positivo,MLB-SMART_SPEAKERS
Firma o aparelho e atende bem o propósito!.,5,MLB58603287,2025-09-04T00:00:00,0.3382,Positivo,MLB-SMART_SPEAKERS
Muito pratico.,5,MLB58603287,2025-10-03T00:00:00,0.0,Neutro,MLB-SMART_SPEAKERS
"Produto bom mas infelizmente vou devolver porque o conector da minha alexa é diferente e não tem como usar esse suporte, infelizmente! mas o suporte é muito bom!.",5,MLB58603287,2025-10-07T00:00:00,-0.8802,Negativo,MLB-SMART_SPEAKERS
Excelente produto.,5,MLB58603287,2025-10-29T00:00:00,0.6249,Positivo,MLB-SMART_SPEAKERS
Perfeito.,5,MLB58603287,2025-11-21T00:00:00,0.3182,Positivo,MLB-SMART_SPEAKERS
"Ótimo produto,para música o som é prefeito,comprei pra minha filha presente de aniversário.",5,MLB58603287,2024-04-27T00:00:00,0.6597,Positivo,MLB-SMART_SPEAKERS
Ótimo a alexia fica num lugar que não atrapalha.,5,MLB58603287,2024-08-18T00:00:00,0.0772,Positivo,MLB-SMART_SPEAKERS
Excelente produto e muito prático de usar.,5,MLB58603287,2025-04-30T00:00:00,0.6249,Positivo,MLB-SMART_SPEAKERS
Amei minha alexa!.,5,MLB58603287,2025-11-13T00:00:00,0.0,Neutro,MLB-SMART_SPEAKERS
Ótimo adorei.,4,MLB58603287,2025-04-02T00:00:00,0.3612,Positivo,MLB-SMART_SPEAKERS
"O produto é elogiado por sua praticidade e utilidade, especialmente como suporte de relógio despertador de parede. O som é considerado de alta qualidade, tornandoo ideal para ouvir música. Além disso, o design permite que a Alexa fique em um local discreto e funcional, melhorando a organização dos fios.",5,MLB58603287,2025-11-20T00:00:00,0.875,Positivo,MLB-SMART_SPEAKERS
Produto excelente. Atendeu perfeitamente com o que foi proposto e visualmente é bem minimalista. Gostei!.,5,MLB58603287,2025-11-25T00:00:00,0.8932,Positivo,MLB-SMART_SPEAKERS
"Gostei demais, o som é muito bom. Tive uma pequena dificuldade pra configurar, mas sou ruim de tecnologia mesmo. Já quero comprar outro pra deixar na cozinha.",5,MLB19507858,2025-10-23T00:00:00,-0.56,Negativo,MLB-SMART_SPEAKERS
Excelente custo benefício x alexa.,5,MLB19507858,2025-10-26T00:00:00,0.6249,Positivo,MLB-SMART_SPEAKERS
"Gostei demais, já é o segundo que compro (tive uma pequena dificuldade pra configurar, mas sou ruim com tecnológica, mesmo).",5,MLB19507858,2025-10-31T00:00:00,-0.6858,Negativo,MLB-SMART_SPEAKERS
"O meu irmão héverton adorou, ótimo tamanho e um som maravilhoso.",5,MLB19507858,2025-11-19T00:00:00,0.7351,Positivo,MLB-SMART_SPEAKERS
"É elogiado por seu excelente custobenefício, qualidade de som e conectividade, além de possuir um display de relógio e controle IR integrado. Comparado a outros dispositivos, é considerado superior em som e funcionalidades.",5,MLB19507858,2025-11-20T00:00:00,0.8957,Positivo,MLB-SMART_SPEAKERS
"Superou as expectativas. Som bom, conectividade excelente. Funciona perfetamente com o assistente de google. É melhor que que o google nest pois alem das mesmas funcionalidades, tem som melhor, e tem o display de relogio. Excelente produto. Recomendo.",5,MLB19507858,2024-03-23T00:00:00,0.9601,Positivo,MLB-SMART_SPEAKERS
"Eu queria ter uma alexa, a tempos e não é que achei uma promoção daquelas, e hoje essa echo pop é a minha melhor secretária.",5,MLB49807551,2025-11-29T00:00:00,-0.0516,Negativo,MLB-SMART_SPEAKERS
Excelente essa alexa. Podem comprar. Fácil de instalar as configurações.,5,MLB49807551,2025-10-22T00:00:00,0.7906,Positivo,MLB-SMART_SPEAKERS
"O produto é elogiado pela excelente qualidade sonora e pela facilidade de configuração, tornandose uma ferramenta útil no dia a dia. A capacidade de automatizar tarefas domésticas e a interação com a assistente virtual são aspectos destacados positivamente.",5,MLB49807551,2025-11-20T00:00:00,0.9442,Positivo,MLB-SMART_SPEAKERS
"Está fazendo a vida de uma senhorinha muito mais fácil e feliz. Comprei pra minha vó que está se recuperando de um avc e, o echo está facilitando no controle dos horários dos remédios, na comunicação para chamar a famíla quando precisa de algo (pq a voz dela está fraca) e pra distrair durante o dia (ela já aprendeu a pedir pra alexa ler salmos e tocar músicas).",5,MLB49807551,2024-08-02T00:00:00,0.6369,Positivo,MLB-SMART_SPEAKERS
"O produto é elogiado pela sua qualidade e praticidade, sendo fácil de instalar e usar como assistente virtual. A qualidade dos produtos da linha é destacada como incontestável.",5,MLB29686240,2025-11-20T00:00:00,0.7269,Positivo,MLB-SMART_SPEAKERS
Bom.,5,MLB29686240,2023-10-27T00:00:00,0.4215,Positivo,MLB-SMART_SPEAKERS
Muito fofa meu filho amou.,5,MLB18328230,2024-05-06T00:00:00,0.4588,Positivo,MLB-SMART_SPEAKERS
Pena não ter bateria.,5,MLB18328230,2024-08-20T00:00:00,-0.5267,Negativo,MLB-SMART_SPEAKERS
Gostei muito. Excelente.,5,MLB18328230,2024-11-10T00:00:00,0.7845,Positivo,MLB-SMART_SPEAKERS
Produto perfeito.,5,MLB18328230,2024-12-29T00:00:00,0.3182,Positivo,MLB-SMART_SPEAKERS
Dei de presente meu filho!. Simplesmente sensacional.,5,MLB18328230,2025-09-25T00:00:00,0.4389,Positivo,MLB-SMART_SPEAKERS
Perfeito.,5,MLB18328230,2025-10-04T00:00:00,0.3182,Positivo,MLB-SMART_SPEAKERS
Perfeito adorei.,5,MLB18328230,2025-10-14T00:00:00,0.3182,Positivo,MLB-SMART_SPEAKERS
Mais de 2 anos comprei e perfeita.,5,MLB18328230,2025-10-19T00:00:00,0.34,Positivo,MLB-SMART_SPEAKERS
Só configura em inglês!.,4,MLB18328230,2025-11-03T00:00:00,0.0,Neutro,MLB-SMART_SPEAKERS
"O produto é elogiado por sua qualidade de som e eficiência, proporcionando entretenimento de alto nível. O design é considerado bonito e funcional, sendo uma excelente opção para crianças, que interagem bem com a assistente virtual. Além disso, é visto como um ótimo custobenefício, sendo uma compra satisfatória para famílias.",5,MLB18328230,2025-11-20T00:00:00,0.9531,Positivo,MLB-SMART_SPEAKERS
Funciona de acordo com as especificações. Compraria novamente.,5,MLB18328230,2021-11-04T00:00:00,0.4939,Positivo,MLB-SMART_SPEAKERS
"A aparência colorida e o design atraente são apreciados, especialmente para crianças. Além disso, a relação custobenefício é destacada, com funcionalidades que incluem despertador e timer.",5,MLB15545998,2025-11-20T00:00:00,-0.3804,Negativo,MLB-SMART_SPEAKERS
"Conforme descrito, modo kids não funciona no brasil, já vem no modo normal para uso, eu já comprei pensando em desabilitar ao configurar, ao configurar o dispositivo não respondia e tbm mostrava erro de conexão, porém estava conectado , ao atualizar o dispositivo resolveu o problema e tudo está funcionando, caso alguém passe pelo mesmo problema é só atualizar no menu de configurações.",4,MLB15545998,2023-06-12T00:00:00,-0.9001,Negativo,MLB-SMART_SPEAKERS
"O produto é amplamente elogiado pela qualidade de som, com graves e agudos claros, e pela facilidade de configuração, sendo ideal para automação residencial. Além disso, o design estético e a capacidade de integração com outros dispositivos são pontos positivos frequentemente mencionados.",5,MLB17803709,2025-11-20T00:00:00,0.8979,Positivo,MLB-SMART_SPEAKERS
"Sensacional! vale cada centavo, pra quem não tem certeza, sim é a echo 4 (grande) com som premium, o som é maravilhoso, não perde em nada pra uma charge 5! os comandos de voz também são muito precisos, ela me escuta em uma área aberta até uns 20mt de distância! a fonte da minha veio com padrão brasileiro de tomada! sabe quando você pega na mão um produto e sente que ele é pesado bem construído, poise a echo é assim, comprem sem medo!.",5,MLB17803709,2022-06-30T00:00:00,0.7156,Positivo,MLB-SMART_SPEAKERS
"O dispositivo é amplamente elogiado por sua funcionalidade, facilidade de configuração e qualidade de som, sendo considerado uma excelente adição para automação residencial. A cor e o design são apreciados, e muitos destacam a utilidade para lembretes e listas de compras.",5,MLB23995388,2025-11-20T00:00:00,0.8689,Positivo,MLB-SMART_SPEAKERS
"A alexa e suas echos são maravilhosas mas vou deixar alguns pontos. Eu tenho uma echo dot 3 e tenho uma echo show também. Assim que abri a caixa a primeira coisa que percebi foi o plástico, o material, não é o mesmo, achei mais inferior. Também notei o peso, mais leve. Mas sei que essa echo pop é mais simples, mais barata, mais enxuta em relação as outras. Espero que a amazon não diminua de qualidade. Antes de comprar vi na internet que o som dessa echo pop era melhor. Em relação a que eu tenho, a echo dot 3, não é. Segurando as duas, a echo dot 3 e essa echo pop é notório a qualidade do material, do plástico, o peso. A echo dot 3 é melhor. Dependendo da folga no bolso acho que é melhor procurar uma echo dot 5.",5,MLB23995388,2023-08-07T00:00:00,-0.8402,Negativo,MLB-SMART_SPEAKERS
Produto ótimo.,5,MLB41194718,2025-11-19T00:00:00,0.3612,Positivo,MLB-SMART_SPEAKERS
Já é a terceira que compramos para presentear.,5,MLB41194718,2025-11-23T00:00:00,-0.1531,Negativo,MLB-SMART_SPEAKERS
Gostei do produto foi fácil de configurar esta funcionando perfeitamente amei muito.,5,MLB41194718,2025-11-30T00:00:00,0.872,Positivo,MLB-SMART_SPEAKERS
Excelente!!!!.,5,MLB41194718,2024-07-13T00:00:00,0.0,Neutro,MLB-SMART_SPEAKERS
"O produto é elogiado por sua excelente qualidade e tecnologia, atendendo bem às expectativas dos usuários. Destacase pela potência do som e pelo design atraente, que também serve como peça de decoração. Além disso, a funcionalidade do dispositivo é considerada eficiente e satisfatória.",5,MLB41194718,2025-11-20T00:00:00,0.8885,Positivo,MLB-SMART_SPEAKERS
Queria muito essa alexa um amor q vou colocar no meu studio ❤️❤️❤️.,5,MLB41194718,2024-11-24T00:00:00,0.6369,Positivo,MLB-SMART_SPEAKERS
"O produto é elogiado por sua funcionalidade e facilidade de instalação, superando as expectativas dos usuários. A presença de uma tela integrada é considerada uma grande vantagem, tornandoo prático para automatizar ambientes fechados. Além disso, o design é apreciado por sua beleza e modernidade.",5,MLB38463802,2025-11-20T00:00:00,0.9584,Positivo,MLB-SMART_SPEAKERS
"Eu amei!!!! lindíssima!!! a som é alto, a cor é bonita, e tem a função de gestos quando toca o alarme, só tocar em cima dela que ela para de tocar. Ela é muito mais alta que minha echo dot de 2019. Gostei da tela, bem responsivo. A única coisa que tenho que pontuar é que a tomada é pino americano (aquele fininho achatado), mas nada que um adaptador resolva.",5,MLB38463802,2025-02-16T00:00:00,0.6671,Positivo,MLB-SMART_SPEAKERS
Excelente!.,5,MLB45091885,2025-05-07T00:00:00,0.0,Neutro,MLB-SMART_SPEAKERS
Amei minha alexa.,5,MLB45091885,2025-05-24T00:00:00,0.0,Neutro,MLB-SMART_SPEAKERS
Perfeito.,5,MLB45091885,2025-08-04T00:00:00,0.3182,Positivo,MLB-SMART_SPEAKERS
Tudo certo com o produto.,5,MLB45091885,2025-10-15T00:00:00,0.2732,Positivo,MLB-SMART_SPEAKERS
"O altofalante é elogiado por seu tamanho compacto, ideal para mesas de cabeceira, e pela surpreendente qualidade de áudio. A integração com o sistema Zigbee permite automatizar a casa sem necessidade de WiFi, o que é um diferencial apreciado. Além disso, a agilidade no reconhecimento de voz e a qualidade da tela são destacados positivamente.",5,MLB45091885,2025-11-20T00:00:00,0.93,Positivo,MLB-SMART_SPEAKERS
"Nunca tive os outros modelos, mais essa echo show me surpreendeu com a agilidade de entendimento da voz e da touch. Sem contar com o som muito alto, e não fica pra trás das jbls originais. A qualidade da tela tbm é muito nítida e perfeita. Compraria novamente sem medo.",5,MLB45091885,2025-03-20T00:00:00,-0.3818,Negativo,MLB-SMART_SPEAKERS
Produto enviado proveniente de furto.,1,MLB45102579,2023-11-21T00:00:00,0.0,Neutro,MLB-SMART_SPEAKERS
Top eu recomendo.,5,MLB45102579,2023-10-20T00:00:00,0.3612,Positivo,MLB-SMART_SPEAKERS
Ótimo produto.,5,MLB26902048,2025-11-12T00:00:00,0.3612,Positivo,MLB-SMART_SPEAKERS
"A alexa veio com encaixe de tomada padrão americano. Tive que comprar adaptador por 5 reais. Mas, mesmo assim merece 5 estrelas.",5,MLB26902048,2025-11-24T00:00:00,0.5499,Positivo,MLB-SMART_SPEAKERS
Top.,5,MLB26902048,2025-11-26T00:00:00,0.0,Neutro,MLB-SMART_SPEAKERS
Linda.,5,MLB26902048,2025-10-13T00:00:00,0.6124,Positivo,MLB-SMART_SPEAKERS
Linda.,5,MLB26902048,2025-10-15T00:00:00,0.6124,Positivo,MLB-SMART_SPEAKERS
"Já tenho uma e gosto muito, essa eu comprei para dar de presente.",5,MLB26902048,2025-10-20T00:00:00,0.6124,Positivo,MLB-SMART_SPEAKERS
Muito bom. Original e funcionando bem.,5,MLB26902048,2025-11-13T00:00:00,0.7351,Positivo,MLB-SMART_SPEAKERS
Amei o produto!.,5,MLB26902048,2025-10-07T00:00:00,0.0,Neutro,MLB-SMART_SPEAKERS
"A alexa é muito boa, porém o plug não é brasileiro.",5,MLB26902048,2025-10-14T00:00:00,0.1779,Positivo,MLB-SMART_SPEAKERS
"O produto é elogiado por proporcionar um excelente entretenimento e ser considerado perfeito por muitos. Além disso, é frequentemente mencionado como uma ótima opção para presente devido à satisfação que proporciona.",5,MLB26902048,2025-11-20T00:00:00,0.9451,Positivo,MLB-SMART_SPEAKERS
Encantado com o produto maravilhoso entretenimento uso muito.,5,MLB26902048,2025-05-07T00:00:00,0.8591,Positivo,MLB-SMART_SPEAKERS
"A qualidade de som do dispositivo é amplamente elogiada, sendo descrita como incrível e superior a outras caixas de som de preço similar. A capacidade de ajustar o som ao ambiente sem interromper conversas é destacada como um recurso impressionante. Além disso, a integração com a assistente virtual é considerada eficaz, proporcionando uma experiência de uso satisfatória e tecnológica.",5,MLB15545995,2025-11-20T00:00:00,0.7783,Positivo,MLB-SMART_SPEAKERS
"A echo studio é excepcional, agora falta somente a echo sub para terminar de montar meu home theater.",5,MLB15545995,2023-06-01T00:00:00,0.2732,Positivo,MLB-SMART_SPEAKERS
"O produto é amplamente elogiado por sua funcionalidade, facilidade de instalação e qualidade sonora, sendo considerado um excelente custobenefício. A integração com outros dispositivos e a capacidade de automatizar tarefas domésticas são destacadas como grandes vantagens.",5,MLB42120247,2025-11-20T00:00:00,0.926,Positivo,MLB-SMART_SPEAKERS
Eu recomendo muito bom.,5,MLB42120247,2024-01-10T00:00:00,0.6486,Positivo,MLB-SMART_SPEAKERS
O produto é excelente.,5,MLB24070624,2025-01-10T00:00:00,0.6249,Positivo,MLB-SMART_SPEAKERS
Ótimo.,5,MLB24070624,2025-02-05T00:00:00,0.3612,Positivo,MLB-SMART_SPEAKERS
Produto bonito bem acabado resistente recomendo.,5,MLB29836551,2025-07-10T00:00:00,0.743,Positivo,MLB-SMART_SPEAKERS
Cumpre o que promete.,5,MLB29836551,2025-10-04T00:00:00,0.4767,Positivo,MLB-SMART_SPEAKERS
Ficou perfeito e funcionou bem. Vale muito apena o custo benefício! podem comprar.,5,MLB29836551,2025-11-02T00:00:00,0.5707,Positivo,MLB-SMART_SPEAKERS
Produto de ótima qualidade.,5,MLB29836551,2025-11-10T00:00:00,0.0,Neutro,MLB-SMART_SPEAKERS
"Fugindo das vendas online, me surpreendeu !. Excelente custo benefício, encaixou prefeito, mas requer atenção ao manuseio.",5,MLB29836551,2025-07-11T00:00:00,-0.2124,Negativo,MLB-SMART_SPEAKERS
"O suporte de caixa de som é considerado útil e prático, atendendo bem às necessidades de organização e decoração. No entanto, há críticas sobre a fragilidade e o acabamento, com alguns usuários relatando problemas de fixação e suporte de peso. Apesar disso, muitos destacam o bom custobenefício e a funcionalidade do produto.",5,MLB29836551,2025-11-20T00:00:00,0.34,Positivo,MLB-SMART_SPEAKERS
É útil,5,MLB29836551,2025-06-18T00:00:00,0.4404,Positivo,MLB-SMART_SPEAKERS
"O produto é amplamente elogiado por sua qualidade de som e praticidade, sendo considerado uma excelente aquisição. A assistente virtual é destacada por sua utilidade no dia a dia, com fácil instalação e operação. A relação custobenefício é positiva e o produto é recomendado para presentear, trazendo satisfação aos usuários.",5,MLB20648441,2025-11-20T00:00:00,0.9337,Positivo,MLB-SMART_SPEAKERS
"Maravilhoso e surpreendente! meu paizinho teve covid que evoluiu para um avc onde perdeu os movimentos do corpo! ele e a alexa se deram muito bem! ele pede tudo pra ela e dessa forma se sente mais independente! foi uma ideia e tanto pra ajudar na recuperacao dele! e o produto em si, funciona super bem e nao é nada dificil de instalar e operar! nota 10.",5,MLB20648441,2021-05-20T00:00:00,0.8388,Positivo,MLB-SMART_SPEAKERS
Perfeito.,5,MLB37018118,2025-07-21T00:00:00,0.3182,Positivo,MLB-SMART_SPEAKERS
Amei.,5,MLB37018118,2025-07-29T00:00:00,0.0,Neutro,MLB-SMART_SPEAKERS
Ok.,4,MLB37018118,2025-07-31T00:00:00,0.2263,Positivo,MLB-SMART_SPEAKERS
Top.,5,MLB37018118,2025-08-26T00:00:00,0.0,Neutro,MLB-SMART_SPEAKERS
Muito bom.,5,MLB37018118,2025-10-10T00:00:00,0.4215,Positivo,MLB-SMART_SPEAKERS
"Produto muito bom, original.",5,MLB37018118,2025-10-05T00:00:00,0.6249,Positivo,MLB-SMART_SPEAKERS
"Amoooo, ela é maravilhosa.",5,MLB37018118,2025-10-18T00:00:00,0.5994,Positivo,MLB-SMART_SPEAKERS
Qualidade sem igual.,5,MLB37018118,2025-11-20T00:00:00,0.0,Neutro,MLB-SMART_SPEAKERS
"O produto é elogiado pela qualidade do áudio e pelo excelente custobenefício, superando as expectativas dos usuários. A configuração é prática e rápida, tornandoo uma escolha conveniente para presentes. Além disso, a funcionalidade de comunicação é destacada como um ponto positivo.",5,MLB37018118,2025-11-20T00:00:00,0.93,Positivo,MLB-SMART_SPEAKERS
"Muito difícil programar o produto, estou sem conseguir usar pq não consigo programar ela.",5,MLB37018118,2024-12-22T00:00:00,-0.3818,Negativo,MLB-SMART_SPEAKERS
Excelente produto. Tô muito satisfeita com essa aquisiçao.,5,MLB15536788,2020-07-30T00:00:00,0.6249,Positivo,MLB-SMART_SPEAKERS
Top demais!!!!!!!!!!!!!!! vou indicar até pra vó do badanha.,5,MLB15536788,2020-08-18T00:00:00,0.0,Neutro,MLB-SMART_SPEAKERS
"O aparelho temum bom som. Um design minimalista e bonito. É muito funcional e é uma espécie de interface com a alexa, que pe a ia da amazon. É bastante interativo e consegue controlar equipamentosna casa.",5,MLB15536788,2020-08-24T00:00:00,0.7184,Positivo,MLB-SMART_SPEAKERS
