id,date_created,catalog_product_id,domain_id,name,main_features,quality_type,priority,type,keywords,description
MLB35733494,2024-04-12T06:11:36Z,MLB35733494,MLB-ELECTRICAL_OUTLETS,Tomada Inteligente Wi-Fi com portas USB e USB-C Novadigital S2C-USB-C Tomada Dupla 10A 3 Pinos Automação Tuya Smart Life Alexa Google Assistente Bivolt 110v-220v Cor Preta,[],COMPLETE,MEDIUM,PRODUCT,Tomada Inteligente Wi-Fi com portas USB e USB-C Novadigital S2C-USB-C Tomada Dupla 10A 3 Pinos Automação Tuya Smart Life Alexa Google Assistente Bivolt 110v-220v Cor Preta,
MLB25254603,2023-07-26T13:34:45Z,MLB25254603,MLB-ELECTRICAL_OUTLETS,Tomada Inteligente Wifi Google Home Alexa Automação 16a Tuya Cor Branco MTK-TI-01/HSPB-02-16A,[],COMPLETE,MEDIUM,PRODUCT,Tomada Inteligente Wifi Google Home Alexa Automação 16a Tuya Cor Branco MTK-TI-01/HSPB-02-16A,
MLB56951164,2025-09-19T19:23:01Z,MLB56951164,MLB-ELECTRICAL_OUTLETS,Tomada Inteligente Wifi 10a Neo Smart Alexa Google Tuya Smart Life 110v 220v Bivolt Avant Neo Branco,[],COMPLETE,MEDIUM,PRODUCT,Tomada Inteligente Wifi 10a Neo Smart Alexa Google Tuya Smart Life 110v 220v Bivolt Avant Neo Branco,
MLB36961829,2024-05-16T12:10:37Z,MLB36961829,MLB-ELECTRICAL_OUTLETS,Tomada Inteligente Wifi Novadigital WK-USBC 10a Usb Com Medidor Consumo 127V 220V Bivolt Tuya Smart Life,[],COMPLETE,MEDIUM,PRODUCT,Tomada Inteligente Wifi Novadigital WK-USBC 10a Usb Com Medidor Consumo 127V 220V Bivolt Tuya Smart Life,
MLB48873836,2025-04-20T03:39:46Z,MLB48873836,MLB-IRRIGATION_TIMERS,Controlador de irrigação inteligente Wi-Fi Orbit B-hyve de 8 zonas,[],COMPLETE,MEDIUM,PRODUCT,Controlador de irrigação inteligente Wi-Fi Orbit B-hyve de 8 zonas,
MLB23677291,2023-06-03T07:26:25Z,MLB23677291,MLB-IRRIGATION_TIMERS,"Controlador Wifi De Riego Inteligente, Arc8, Rain Bird",[],COMPLETE,MEDIUM,PRODUCT,"Controlador Wifi De Riego Inteligente, Arc8, Rain Bird",
MLB41949178,2024-10-14T23:49:55Z,MLB41949178,MLB-IRRIGATION_TIMERS,Controlador inteligente para aspersores Orbit de 8 zonas,[],COMPLETE,MEDIUM,PRODUCT,Controlador inteligente para aspersores Orbit de 8 zonas,
MLB50750469,2025-05-30T20:21:42Z,MLB50750469,MLB-IRRIGATION_TIMERS,Controlador Para Irrigação 4 Estações Wifi Gardentoy Pro-4s,[],COMPLETE,MEDIUM,PRODUCT,Controlador Para Irrigação 4 Estações Wifi Gardentoy Pro-4s,
MLB49860884,2025-05-13T14:01:46Z,MLB49860884,MLB-IRRIGATION_TIMERS,Controlador Rain-bird para Irrigação de Gramado para Interiores e,[],PRIMITIVE,MEDIUM,PRODUCT,Controlador Rain-bird para Irrigação de Gramado para Interiores e,
MLB39060468,2024-08-06T06:55:33Z,MLB39060468,MLB-IRRIGATION_TIMERS,Controlador de irrigação Hydrawise Pro-HC de 24 estações para,[],COMPLETE,MEDIUM,PRODUCT,Controlador de irrigação Hydrawise Pro-HC de 24 estações para,
MLB47354665,2025-03-22T13:49:07Z,MLB47354665,MLB-IRRIGATION_TIMERS,Controlador de irrigação Wi-Fi Rain Bird Arc6 Timer White,[],COMPLETE,MEDIUM,PRODUCT,Controlador de irrigação Wi-Fi Rain Bird Arc6 Timer White,
MLB37837157,2024-06-21T19:36:58Z,MLB37837157,MLB-IRRIGATION_TIMERS,Módulo controlador Wifi Rain Bird,[],COMPLETE,MEDIUM,PRODUCT,Módulo controlador Wifi Rain Bird,
MLB43487661,2024-11-21T09:17:18Z,MLB43487661,MLB-IRRIGATION_TIMERS,Controlador De Irrigação Wifi 4 Zonas Alexa Google Home Cor Branco,[],COMPLETE,MEDIUM,PRODUCT,Controlador De Irrigação Wifi 4 Zonas Alexa Google Home Cor Branco,
MLB48863277,2025-04-20T02:34:48Z,MLB48863277,MLB-IRRIGATION_TIMERS,Controlador de irrigação Wi-Fi Orbit B-hyve de 6 zonas,[],COMPLETE,MEDIUM,PRODUCT,Controlador de irrigação Wi-Fi Orbit B-hyve de 6 zonas,
MLB52339226,2025-07-13T03:18:17Z,MLB52339226,MLB-IRRIGATION_TIMERS,Kit Irrigação 4 Estações Controlador Wifi E Sensor + Fonte Cor Branco,[],COMPLETE,MEDIUM,PRODUCT,Kit Irrigação 4 Estações Controlador Wifi E Sensor + Fonte Cor Branco,
MLB37257397,2024-05-28T17:21:50Z,MLB37257397,MLB-IRRIGATION_TIMERS,Controlador Para Irrigação Rainbird 4 Setores Interno 230 V Cor Branco,[],COMPLETE,MEDIUM,PRODUCT,Controlador Para Irrigação Rainbird 4 Setores Interno 230 V Cor Branco,
MLB48828158,2025-04-19T16:59:06Z,MLB48828158,MLB-IRRIGATION_TIMERS,Controlador de irrigação Wi-Fi interno Rain Bird Arc6 de 6 zonas,[],COMPLETE,MEDIUM,PRODUCT,Controlador de irrigação Wi-Fi interno Rain Bird Arc6 de 6 zonas,
MLB27727909,2023-10-14T15:06:55Z,MLB27727909,MLB-IRRIGATION_TIMERS,Controlador de sistema de irrigação ESP-TM2 de 6 estações F44226 cor branca,[],COMPLETE,MEDIUM,PRODUCT,Controlador de sistema de irrigação ESP-TM2 de 6 estações F44226 cor branca,
MLB49777191,2025-05-12T23:21:25Z,MLB49777191,MLB-IRRIGATION_TIMERS,"Controlador de irrigação Rachio 3 | 16 zonas, Wi-Fi e economia de energia",[],COMPLETE,MEDIUM,PRODUCT,"Controlador de irrigação Rachio 3 | 16 zonas, Wi-Fi e economia de energia",
MLB36328550,2024-04-30T01:20:33Z,MLB36328550,MLB-IRRIGATION_TIMERS,Controlador de aspersores Orbit B-hyve Smart Int,[],COMPLETE,MEDIUM,PRODUCT,Controlador de aspersores Orbit B-hyve Smart Int,
MLB46493688,2025-02-27T04:11:32Z,MLB46493688,MLB-IRRIGATION_TIMERS,"Esp-Tm2-6 Rain Bird Timer Controlador de sistema de irrigação de 6 zonas, cor branca",[],COMPLETE,MEDIUM,PRODUCT,"Esp-Tm2-6 Rain Bird Timer Controlador de sistema de irrigação de 6 zonas, cor branca",
MLB48549721,2025-04-16T12:08:46Z,MLB48549721,MLB-IRRIGATION_TIMERS,"Controlador de aspersão Netro Smart, Wi-Fi, compatível com",[],COMPLETE,MEDIUM,PRODUCT,"Controlador de aspersão Netro Smart, Wi-Fi, compatível com",
MLB39373683,2024-08-17T01:20:06Z,MLB39373683,MLB-IRRIGATION_TIMERS,"Controlador Smart Black Squeegee, Wi-Fi, sensível à cor",[],COMPLETE,MEDIUM,PRODUCT,"Controlador Smart Black Squeegee, Wi-Fi, sensível à cor",
MLB47949397,2025-04-12T22:22:15Z,MLB47949397,MLB-IRRIGATION_TIMERS,Controlador Rain-bird com Wi-Fi de 6 zonas,[],COMPLETE,MEDIUM,PRODUCT,Controlador Rain-bird com Wi-Fi de 6 zonas,
MLB32382704,2024-02-07T03:39:25Z,MLB32382704,MLB-IRRIGATION_TIMERS,"Controlador Rain Bird ESP-TM2 120v, 4 estações, branco",[],COMPLETE,MEDIUM,PRODUCT,"Controlador Rain Bird ESP-TM2 120v, 4 estações, branco",
MLB48499238,2025-04-15T23:48:37Z,MLB48499238,MLB-IRRIGATION_TIMERS,"Controlador de sprinkler Rachio, 8zulw-c, 3ª geração, 8 zonas",[],COMPLETE,MEDIUM,PRODUCT,"Controlador de sprinkler Rachio, 8zulw-c, 3ª geração, 8 zonas",
MLB27736969,2023-10-15T01:58:50Z,MLB27736969,MLB-IRRIGATION_TIMERS,Temporizador de irrigação inteligente Rain Indoor WiFi,[],COMPLETE,MEDIUM,PRODUCT,Temporizador de irrigação inteligente Rain Indoor WiFi,
MLB23808449,2023-06-07T07:03:36Z,MLB23808449,MLB-IRRIGATION_TIMERS,"Controlador de conexão Wi-Fi Phc600 de 6 estações, cor cinza",[],COMPLETE,MEDIUM,PRODUCT,"Controlador de conexão Wi-Fi Phc600 de 6 estações, cor cinza",
MLB41922583,2024-10-14T11:48:33Z,MLB41922583,MLB-IRRIGATION_TIMERS,Controlador modular 4 A 22 estações ESP4me3 Rain Bird Cor cinza,[],COMPLETE,MEDIUM,PRODUCT,Controlador modular 4 A 22 estações ESP4me3 Rain Bird Cor cinza,
MLB48523160,2025-04-16T05:46:42Z,MLB48523160,MLB-IRRIGATION_TIMERS,Orbit 90204z B-hyve - Temporizador de irrigação inteligente M,[],COMPLETE,MEDIUM,PRODUCT,Orbit 90204z B-hyve - Temporizador de irrigação inteligente M,
MLB53784442,2025-08-12T10:24:21Z,MLB53784442,MLB-IRRIGATION_TIMERS,Temporizador de irrigação Bluetooth inteligente Orbit 90205z B-hyve,[],COMPLETE,MEDIUM,PRODUCT,Temporizador de irrigação Bluetooth inteligente Orbit 90205z B-hyve,
MLB38259713,2024-07-14T17:16:41Z,MLB38259713,MLB-IRRIGATION_TIMERS,Fácil instalação do temporizador de irrigação inteligente Rachio M,[],COMPLETE,MEDIUM,PRODUCT,Fácil instalação do temporizador de irrigação inteligente Rachio M,
MLB46405128,2025-02-24T17:29:31Z,MLB46405128,MLB-IRRIGATION_TIMERS,Necessidades do temporizador de irrigação inteligente Sonoff Zigbee Hub,[],COMPLETE,MEDIUM,PRODUCT,Necessidades do temporizador de irrigação inteligente Sonoff Zigbee Hub,
MLB48862301,2025-04-20T02:25:52Z,MLB48862301,MLB-IRRIGATION_TIMERS,Temporizador de irrigação inteligente Orbit B-hyve Xd de 4 portas,[],COMPLETE,MEDIUM,PRODUCT,Temporizador de irrigação inteligente Orbit B-hyve Xd de 4 portas,
MLB50501461,2025-05-26T03:59:56Z,MLB50501461,MLB-IRRIGATION_TIMERS,Programador WiFi inteligente para irrigação de jardins e gramados cinza escuro,[],COMPLETE,MEDIUM,PRODUCT,Programador WiFi inteligente para irrigação de jardins e gramados cinza escuro,
MLB38148092,2024-07-11T22:24:43Z,MLB38148092,MLB-IRRIGATION_TIMERS,Temporizador de irrigação inteligente Orbit 24639 Xd com Wi-Fi e,[],COMPLETE,MEDIUM,PRODUCT,Temporizador de irrigação inteligente Orbit 24639 Xd com Wi-Fi e,
MLB35477326,2024-04-08T14:10:29Z,MLB35477326,MLB-IRRIGATION_TIMERS,"Controlador ESP-TM2 Rain Bird, 4 estações Wi-Fi Link Apt - Módulo não incluído",[],COMPLETE,MEDIUM,PRODUCT,"Controlador ESP-TM2 Rain Bird, 4 estações Wi-Fi Link Apt - Módulo não incluído",
MLB60358348,2025-10-17T13:33:34Z,MLB60358348,MLB-IRRIGATION_TIMERS,Centro de irrigação inteligente Tecnorium Max8 Wifi de 8 zonas com fonte de,[],COMPLETE,MEDIUM,PRODUCT,Centro de irrigação inteligente Tecnorium Max8 Wifi de 8 zonas com fonte de,
MLB44897566,2024-12-18T18:14:02Z,MLB44897566,MLB-IRRIGATION_TIMERS,Temporizador de irrigação inteligente automático Artmu® Wifi Bluetooth para jardim e exterior,[],COMPLETE,MEDIUM,PRODUCT,Temporizador de irrigação inteligente automático Artmu® Wifi Bluetooth para jardim e exterior,
MLB34235844,2024-03-08T07:43:27Z,MLB34235844,MLB-IRRIGATION_TIMERS,"Programação inteligente de controle de irrigação, Wi-Fi, economia de fluxo, cor branca",[],COMPLETE,MEDIUM,PRODUCT,"Programação inteligente de controle de irrigação, Wi-Fi, economia de fluxo, cor branca",
MLB45233765,2024-12-31T21:00:42Z,MLB45233765,MLB-IRRIGATION_TIMERS,Programador de irrigação Orbit Gen 2 Grey,[],COMPLETE,MEDIUM,PRODUCT,Programador de irrigação Orbit Gen 2 Grey,
MLB37839021,2024-06-21T20:43:19Z,MLB37839021,MLB-IRRIGATION_TIMERS,Programador de irrigação Rain Bird ESP-RZXe,[],COMPLETE,MEDIUM,PRODUCT,Programador de irrigação Rain Bird ESP-RZXe,
MLB44011499,2024-11-28T03:36:16Z,MLB44011499,MLB-IRRIGATION_TIMERS,Programador de irrigação automático Flap Smart Timer Wifi,[],COMPLETE,MEDIUM,PRODUCT,Programador de irrigação automático Flap Smart Timer Wifi,
MLB36520489,2024-05-03T12:30:23Z,MLB36520489,MLB-IRRIGATION_TIMERS,Temporizador de irrigação Latin Domo wc1420 cor preto,[],COMPLETE,MEDIUM,PRODUCT,Temporizador de irrigação Latin Domo wc1420 cor preto,
MLB38605618,2024-07-23T18:00:47Z,MLB38605618,MLB-IRRIGATION_TIMERS,Temporizador Bluetooth de irrigação de jardim com fio metalizado,[],COMPLETE,MEDIUM,PRODUCT,Temporizador Bluetooth de irrigação de jardim com fio metalizado,
MLB60214512,2025-10-16T16:42:09Z,MLB60214512,MLB-IRRIGATION_TIMERS,Temporizador WiFi para irrigação automática de jardins e gramados,[],COMPLETE,MEDIUM,PRODUCT,Temporizador WiFi para irrigação automática de jardins e gramados,
MLB61406743,2025-10-30T05:25:52Z,MLB61406743,MLB-IRRIGATION_TIMERS,Módulo Wi-Fi Rain Bird para programador de irrigação. Cinza,[],COMPLETE,MEDIUM,PRODUCT,Módulo Wi-Fi Rain Bird para programador de irrigação. Cinza,
MLB55541609,2025-09-10T15:34:00Z,MLB55541609,MLB-IRRIGATION_TIMERS,Temporizador de irrigação de jardim controlado por aplicativo Wi-Fi,[],COMPLETE,MEDIUM,PRODUCT,Temporizador de irrigação de jardim controlado por aplicativo Wi-Fi,
MLB28903173,2023-12-14T05:05:03Z,MLB28903173,MLB-IRRIGATION_TIMERS,Programador de irrigação Wi-Fi cinza Orbit de 12 estações,[],COMPLETE,MEDIUM,PRODUCT,Programador de irrigação Wi-Fi cinza Orbit de 12 estações,
MLB48816455,2025-04-19T15:11:47Z,MLB48816455,MLB-IRRIGATION_TIMERS,Temporizador de irrigação Rainpoint V2 Wifi com controle de voz,[],COMPLETE,MEDIUM,PRODUCT,Temporizador de irrigação Rainpoint V2 Wifi com controle de voz,
MLB33058393,2024-02-14T00:49:43Z,MLB33058393,MLB-IRRIGATION_TIMERS,Programador de irrigação cinza interno de 8 estações Wi-Fi,[],COMPLETE,MEDIUM,PRODUCT,Programador de irrigação cinza interno de 8 estações Wi-Fi,
MLB60723803,2025-10-21T15:58:11Z,MLB60723803,MLB-IRRIGATION_TIMERS,Temporizador de rega inteligente Gen 2 para mangueira cinza,[],COMPLETE,MEDIUM,PRODUCT,Temporizador de rega inteligente Gen 2 para mangueira cinza,
MLB40835938,2024-09-16T19:26:43Z,MLB40835938,MLB-IRRIGATION_TIMERS,Programador de irrigação Wi-Fi cinza Orbit B-hyve de 6 zonas,[],COMPLETE,MEDIUM,PRODUCT,Programador de irrigação Wi-Fi cinza Orbit B-hyve de 6 zonas,
MLB48839982,2025-04-19T20:05:45Z,MLB48839982,MLB-IRRIGATION_TIMERS,Temporizador de irrigação Orbit B-hyve Xd com 1 saída Wi-Fi,[],COMPLETE,MEDIUM,PRODUCT,Temporizador de irrigação Orbit B-hyve Xd com 1 saída Wi-Fi,
MLB23678307,2023-06-03T07:36:35Z,MLB23678307,MLB-SMARTWATCHES,Y68 Smartwatch Smartwatch preto,[],COMPLETE,MEDIUM,PRODUCT,Y68 Smartwatch Smartwatch preto,
MLB20848408,2022-12-21T13:36:20Z,MLB20848408,MLB-SMARTWATCHES,Smartband Heart Rate Smartwatch Smartwatch,[],COMPLETE,MEDIUM,PRODUCT,Smartband Heart Rate Smartwatch Smartwatch,
MLB19717276,2022-10-25T13:08:48Z,MLB19717276,MLB-SMARTWATCHES,Smartwatch Smartwatch Iqual W1 Running Pressure Selfie Smartwatch,[],COMPLETE,MEDIUM,PRODUCT,Smartwatch Smartwatch Iqual W1 Running Pressure Selfie Smartwatch,
MLB19911064,2022-11-30T22:02:27Z,MLB19911064,MLB-SMARTWATCHES,Smartwatch Smartwatch aprovado suporta Sim,[],COMPLETE,MEDIUM,PRODUCT,Smartwatch Smartwatch aprovado suporta Sim,
MLB29424970,2024-01-01T15:54:03Z,MLB29424970,MLB-SMARTWATCHES,Smartwatch K88h Old Gold Smartwatch,[],COMPLETE,MEDIUM,PRODUCT,Smartwatch K88h Old Gold Smartwatch,
MLB23416104,2023-05-24T23:25:14Z,MLB23416104,MLB-SMARTWATCHES,Smartwatch submersível Bluetooth F10 Smartwatch,[],COMPLETE,MEDIUM,PRODUCT,Smartwatch submersível Bluetooth F10 Smartwatch,
MLB27947168,2023-10-29T19:38:44Z,MLB27947168,MLB-SMARTWATCHES,Capa Smartwatch Smartwatch Hw12 cor cinza,[],COMPLETE,MEDIUM,PRODUCT,Capa Smartwatch Smartwatch Hw12 cor cinza,
MLB23232292,2023-05-12T16:18:42Z,MLB23232292,MLB-SMARTWATCHES,Smartwatch Smartwatch W26+ Plus Android Ios,[],COMPLETE,MEDIUM,PRODUCT,Smartwatch Smartwatch W26+ Plus Android Ios,
MLB21622430,2023-02-01T23:40:08Z,MLB21622430,MLB-SMARTWATCHES,Smartwatch Smartwatch para celular Apple Android,[],COMPLETE,MEDIUM,PRODUCT,Smartwatch Smartwatch para celular Apple Android,
MLB23501941,2023-05-28T19:54:16Z,MLB23501941,MLB-SMARTWATCHES,Smartwatch Smartwatch I5 Ip67 de precisão,[],COMPLETE,MEDIUM,PRODUCT,Smartwatch Smartwatch I5 Ip67 de precisão,
MLB23206636,2023-05-11T11:34:27Z,MLB23206636,MLB-SMARTWATCHES,Pedômetro Bluetooth Smartband Y1 Smartwatch Smartwatch,[],COMPLETE,MEDIUM,PRODUCT,Pedômetro Bluetooth Smartband Y1 Smartwatch Smartwatch,
MLB36640253,2024-05-06T23:41:06Z,MLB36640253,MLB-SMARTWATCHES,Smartwatch Smartwatch C1 Bluetooth Prateado Branco,[],COMPLETE,MEDIUM,PRODUCT,Smartwatch Smartwatch C1 Bluetooth Prateado Branco,
MLB21297120,2023-01-24T20:11:17Z,MLB21297120,MLB-SMARTWATCHES,Relógio esportivo impermeável Smartwatch Smartwatch com,[],COMPLETE,MEDIUM,PRODUCT,Relógio esportivo impermeável Smartwatch Smartwatch com,
MLB21090763,2023-01-10T20:28:36Z,MLB21090763,MLB-SMARTWATCHES,Smartwatch esportivo à prova d'água Smartwatch,[],COMPLETE,MEDIUM,PRODUCT,Smartwatch esportivo à prova d'água Smartwatch,
MLB36081303,2024-04-23T14:10:28Z,MLB36081303,MLB-SMARTWATCHES,"Smartwatch Hero Band Smartwatch Smartwatch B57 Herobandiii 1.3 , Pulseira Rosa",[],COMPLETE,MEDIUM,PRODUCT,"Smartwatch Hero Band Smartwatch Smartwatch B57 Herobandiii 1.3 , Pulseira Rosa",
MLB22371684,2023-03-24T20:29:04Z,MLB22371684,MLB-SMARTWATCHES,Smartwatch Smartwatch aprovado suporta Sim,[],COMPLETE,MEDIUM,PRODUCT,Smartwatch Smartwatch aprovado suporta Sim,
MLB23289220,2023-05-15T17:29:53Z,MLB23289220,MLB-SMARTWATCHES,Smartwatch Smartwatch Bluetooth Chip Sim,[],COMPLETE,MEDIUM,PRODUCT,Smartwatch Smartwatch Bluetooth Chip Sim,
MLB36143800,2024-04-24T00:30:33Z,MLB36143800,MLB-SMARTWATCHES,"Smartwatch Hero Band Smartwatch Smartwatch B57 Herobandiii 1.3 , Pulseira Preta",[],COMPLETE,MEDIUM,PRODUCT,"Smartwatch Hero Band Smartwatch Smartwatch B57 Herobandiii 1.3 , Pulseira Preta",
MLB29584142,2024-01-09T17:11:18Z,MLB29584142,MLB-SMARTWATCHES,Smartwatch infantil Vtech Smartwatch azul,[],COMPLETE,MEDIUM,PRODUCT,Smartwatch infantil Vtech Smartwatch azul,
MLB29604713,2024-01-09T22:38:05Z,MLB29604713,MLB-SMARTWATCHES,Capa Smartwatch Smartwatch T500+ Plus cor preta,[],COMPLETE,MEDIUM,PRODUCT,Capa Smartwatch Smartwatch T500+ Plus cor preta,
MLB22736472,2023-04-19T20:23:27Z,MLB22736472,MLB-SMARTWATCHES,Câmera Sim Smartband Gt08 Smartwatch Smartwatch,[],COMPLETE,MEDIUM,PRODUCT,Câmera Sim Smartband Gt08 Smartwatch Smartwatch,
MLB33981231,2024-02-21T00:25:35Z,MLB33981231,MLB-SMARTWATCHES,Pulseira de silicone Smartwatch Smartwatch Y68 Pulseira rosa,[],COMPLETE,MEDIUM,PRODUCT,Pulseira de silicone Smartwatch Smartwatch Y68 Pulseira rosa,
MLB35929575,2024-04-18T12:01:09Z,MLB35929575,MLB-SMARTWATCHES,Smartwatch Smartwatch Whatsapp Face Twit Sports Black Box,[],COMPLETE,MEDIUM,PRODUCT,Smartwatch Smartwatch Whatsapp Face Twit Sports Black Box,
MLB37263014,2024-05-28T20:00:30Z,MLB37263014,MLB-SMARTWATCHES,Smartwatch Smartwatch Hw22 Pro Ios Android Caixa Branca,[],COMPLETE,MEDIUM,PRODUCT,Smartwatch Smartwatch Hw22 Pro Ios Android Caixa Branca,
MLB36352766,2024-04-30T17:01:41Z,MLB36352766,MLB-SMARTWATCHES,Smartwatch Nexus Smartwatch P80 38mm Caixa Gold Rose,[],COMPLETE,MEDIUM,PRODUCT,Smartwatch Nexus Smartwatch P80 38mm Caixa Gold Rose,
MLB20009271,2022-12-07T13:41:28Z,MLB20009271,MLB-SMARTWATCHES,Smartwatch Smartwatch Moto 360 de 3ª geração,[],COMPLETE,MEDIUM,PRODUCT,Smartwatch Smartwatch Moto 360 de 3ª geração,
MLB20724837,2022-12-16T01:35:52Z,MLB20724837,MLB-SMARTWATCHES,Smartwatch Smartwatch D18 Heart Rate Model 2022!!,[],COMPLETE,MEDIUM,PRODUCT,Smartwatch Smartwatch D18 Heart Rate Model 2022!!,
MLB29085022,2023-12-19T20:29:50Z,MLB29085022,MLB-SMARTWATCHES,Smartwatch esportivo à prova d'água Y22 Smartwatch,[],COMPLETE,MEDIUM,PRODUCT,Smartwatch esportivo à prova d'água Y22 Smartwatch,
MLB23309441,2023-05-16T06:20:35Z,MLB23309441,MLB-SMARTWATCHES,Smartwatch Smartwatch Bluetooth Sim Micro SD Chamadas,[],COMPLETE,MEDIUM,PRODUCT,Smartwatch Smartwatch Bluetooth Sim Micro SD Chamadas,
MLB22211898,2023-03-11T17:51:30Z,MLB22211898,MLB-SMARTWATCHES,"Smartwatch Smartwatch Hw22, Série 6 Android Ios",[],COMPLETE,MEDIUM,PRODUCT,"Smartwatch Smartwatch Hw22, Série 6 Android Ios",
MLB34285852,2024-03-12T02:30:29Z,MLB34285852,MLB-SMARTWATCHES,Smartwatch Smartwatch com Bluetooth Color Mesh Cinza,[],COMPLETE,MEDIUM,PRODUCT,Smartwatch Smartwatch com Bluetooth Color Mesh Cinza,
MLB23022579,2023-05-04T00:11:08Z,MLB23022579,MLB-SMARTWATCHES,Smartwatch Smartwatch Sim/Micro Sd Dz09 preto,[],COMPLETE,MEDIUM,PRODUCT,Smartwatch Smartwatch Sim/Micro Sd Dz09 preto,
MLB24710169,2023-07-21T18:02:04Z,MLB24710169,MLB-SMARTWATCHES,Capa Smartwatch Smartwatch Hw12 Bluetooth iOS Android cor vermelha,[],COMPLETE,MEDIUM,PRODUCT,Capa Smartwatch Smartwatch Hw12 Bluetooth iOS Android cor vermelha,
MLB35847003,2024-04-16T23:52:17Z,MLB35847003,MLB-SMARTWATCHES,Smartwatch Smartwatch Bluetooth Sports Submersível em Malha Preta,[],COMPLETE,MEDIUM,PRODUCT,Smartwatch Smartwatch Bluetooth Sports Submersível em Malha Preta,
MLB26009593,2023-08-15T02:23:37Z,MLB26009593,MLB-SMARTWATCHES,Capa Bluetooth Smartwatch Premium Smartwatch C300 cor vermelha,[],COMPLETE,MEDIUM,PRODUCT,Capa Bluetooth Smartwatch Premium Smartwatch C300 cor vermelha,
MLB20009476,2022-12-07T13:41:41Z,MLB20009476,MLB-SMARTWATCHES,Pulseira de pressão após pressão Smartwatch Smartwatch Smartband,[],COMPLETE,MEDIUM,PRODUCT,Pulseira de pressão após pressão Smartwatch Smartwatch Smartband,
MLB30924691,2024-01-29T16:11:28Z,MLB30924691,MLB-SMARTWATCHES,Smartwatch Dt8 Ultra Black Smartwatch Sports Calls Masculino e Feminino,[],COMPLETE,MEDIUM,PRODUCT,Smartwatch Dt8 Ultra Black Smartwatch Sports Calls Masculino e Feminino,
MLB21209117,2023-01-17T17:20:46Z,MLB21209117,MLB-SMARTWATCHES,"Capa para Android Smartwatch Smartwatch Hw22 Pro Ios, cor preta",[],COMPLETE,MEDIUM,PRODUCT,"Capa para Android Smartwatch Smartwatch Hw22 Pro Ios, cor preta",
MLB24710177,2023-07-21T18:02:07Z,MLB24710177,MLB-SMARTWATCHES,Capa Smartwatch Smartwatch Hw22 Pro Bluetooth Android Ios cor rosa,[],COMPLETE,MEDIUM,PRODUCT,Capa Smartwatch Smartwatch Hw22 Pro Bluetooth Android Ios cor rosa,
MLB23919202,2023-06-12T23:18:14Z,MLB23919202,MLB-SMARTWATCHES,Capa Smartwatch Smartwatch Hw22 Pro Bluetooth Android Ios cor azul,[],COMPLETE,MEDIUM,PRODUCT,Capa Smartwatch Smartwatch Hw22 Pro Bluetooth Android Ios cor azul,
MLB31723831,2024-02-03T04:34:49Z,MLB31723831,MLB-SMARTWATCHES,Smart Band Smartwatch Smartwatch Smartband App Fitpro Mesh Color Preto,[],COMPLETE,MEDIUM,PRODUCT,Smart Band Smartwatch Smartwatch Smartband App Fitpro Mesh Color Preto,
MLB23903017,2023-06-10T23:18:58Z,MLB23903017,MLB-SMARTWATCHES,"Capa Bluetooth com pedômetro Smartwatch Smartwatch Smartband Y1, cor azul",[],COMPLETE,MEDIUM,PRODUCT,"Capa Bluetooth com pedômetro Smartwatch Smartwatch Smartband Y1, cor azul",
MLB28949115,2023-12-14T07:40:32Z,MLB28949115,MLB-SMARTWATCHES,Capa impermeável Smartwatch Smartwatch Smartband C300 Ip67 cor preta,[],COMPLETE,MEDIUM,PRODUCT,Capa impermeável Smartwatch Smartwatch Smartband C300 Ip67 cor preta,
MLB27591304,2023-10-09T08:09:57Z,MLB27591304,MLB-SMARTWATCHES,Capa Smartwatch Smartwatch Hw12 Bluetooth iOS Android cor cinza,[],COMPLETE,MEDIUM,PRODUCT,Capa Smartwatch Smartwatch Hw12 Bluetooth iOS Android cor cinza,
MLB24652370,2023-07-21T08:01:06Z,MLB24652370,MLB-SMARTWATCHES,Capa Smartwatch Smartwatch Hw22 Pro iOS Android cor cinza,[],COMPLETE,MEDIUM,PRODUCT,Capa Smartwatch Smartwatch Hw22 Pro iOS Android cor cinza,
MLB26288828,2023-08-21T19:09:47Z,MLB26288828,MLB-SMARTWATCHES,Capa Smartwatch Smartwatch Hw22 Pro iOS Android cor branca,[],COMPLETE,MEDIUM,PRODUCT,Capa Smartwatch Smartwatch Hw22 Pro iOS Android cor branca,
MLB28017613,2023-11-07T17:52:24Z,MLB28017613,MLB-SMARTWATCHES,Capa Smartwatch Smartwatch Hw12 Bluetooth Android Ios cor azul,[],COMPLETE,MEDIUM,PRODUCT,Capa Smartwatch Smartwatch Hw12 Bluetooth Android Ios cor azul,
MLB44999826,2024-12-21T12:29:03Z,MLB44999826,MLB-SMARTWATCHES,Smartwatch P10 Smartwatch P10 Tela De 1.3 Com Caixa Cor Branco,[],COMPLETE,MEDIUM,PRODUCT,Smartwatch P10 Smartwatch P10 Tela De 1.3 Com Caixa Cor Branco,
MLB38058450,2024-07-08T19:29:54Z,MLB38058450,MLB-SMARTWATCHES,P22 Smartwatch Sports Smartwatch Ip67 com monitor de saúde e notificações,[],COMPLETE,MEDIUM,PRODUCT,P22 Smartwatch Sports Smartwatch Ip67 com monitor de saúde e notificações,
